96,0.0,0.0,-10826.104,0,12,0.0,0.0,0.0,0.0,0.0,0.0,False,1873.0056,209.50845,838.0338,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7651.4487,0.0,0.0,0.0,0.0,OWNED_WITH_MORTGAGE,0.0,0.0,0.0,0.0,0.0,0.0,55457,False,55457,44588001,44588001,0,True,False,True,False,1,False,False,1440415.9,1440415.9,445881,445881.0,4458801,44588,4458801,4458801,44588,67.0,False,0.0,0.0,0.0,17100.17,14081.602,14508.167,0.0,0.0,20.0,-1.0476191,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7147738,3.6438942,-1.0624552,False,0.0,0.0,0.0,0.0,0.0,10393.924,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10393.924,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0.0,False,0.0,0.0,0.0,16536.617,16536.617,0.0,0.0,False,0.0,1873.0056,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0.0,0.0,0.0,0.0,False,44588001,1,1,0
97,0.0,1640.4307,0.0,99,12,0.0,0.0,0.0,0.0,0.0,0.0,True,0.0,502.8203,26.188557,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,236.02869,-119.097046,2193.4153,0.0,0.0,0.0,0.0,OWNED_WITH_MORTGAGE,0.0,0.0,409.09744,0.0,0.0,0.0,57671,False,57671,46459001,46459001,0,True,False,True,True,1,True,False,1440415.9,1440415.9,464591,464591.0,4645901,46459,4645901,4645901,46459,34.0,False,0.0,0.0,0.0,19483.193,18385.336,16148.638,0.0,0.0,1.8461539,75428.57,0.0,0.0,0.0,54.133064,0.0,0.0,0.0,0.0,0.34295473,0.72877884,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0.0,0.0,0.0,0.0,False,46459001,1,1,0
99,0.0,53122.758,0.0,0,12,0.0,0.0,0.0,0.0,0.0,0.0,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7649.2783,-8731.979,15812.994,0.0,0.0,0.0,0.0,OWNED_WITH_MORTGAGE,0.0,0.0,1772.0756,0.0,0.0,0.0,58805,False,58805,47297001,47297001,3,False,False,True,False,1,True,False,1440415.9,1440415.9,472971,472971.0,4729701,47297,4729701,4729701,47297,39.0,False,0.0,0.0,1608.8928,54135.02,62481.56,45464.906,367.26953,0.0,60.0,-1.0476191,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0624552,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7145.8228,True,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0.0,0.0,0.0,0.0,False,47297001,5,2,3
104,31428.572,0.0,0.0,0,12,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,261.8856,597.0991,2304.593,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4141.329,2525.9402,0.0,0.0,0.0,21600.0,22036.172,RENTED,0.0,0.0,3271.7595,0.0,0.0,0.0,58851,False,58851,47342001,47342001,0,False,False,True,False,1,True,False,1440415.9,1440415.9,473421,473421.0,4734201,47342,4734201,4734201,47342,24.0,False,0.0,0.0,0.0,54135.02,35268.965,27125.916,0.0,0.0,40.0,-1.0476191,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0624552,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,2304.593,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0.0,0.0,0.0,0.0,False,47342001,2,2,0
106,188571.42,0.0,0.0,85,12,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,104.75423,419.0169,733.2796,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21615.031,50488.484,2907.5505,0.0,0.0,0.0,0.0,OWNED_WITH_MORTGAGE,0.0,0.0,3544.1511,0.0,0.0,0.0,59690,False,59690,47972001,47972001,0,False,False,True,False,1,False,False,1440415.9,1440415.9,479721,479721.0,4797201,47972,4797201,4797201,47972,49.0,False,0.0,0.0,0.0,299908.03,221498.86,24943.723,0.0,0.0,60.0,47142.855,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,733.2796,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,False,47972001,2,2,0
108,0.0,0.0,0.0,57,12,0.0,0.0,0.0,0.0,0.0,0.0,False,2074.1338,68.09025,209.50845,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,199.21687,-883.4835,1479.28,0.0,0.0,0.0,0.0,OWNED_WITH_MORTGAGE,0.0,0.0,1635.3696,0.0,0.0,0.0,59886,False,59886,48120001,48120001,1,False,False,True,False,7,False,True,2880831.8,2880831.8,481201,481201.0,4812001,48120,4812001,4812001,48120,64.0,False,0.0,0.0,0.0,44122.207,44657.062,36133.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4157.57,True,0.0,False,0.0,0.0,0.0,29861.527,29861.527,0.0,0.0,False,0.0,2074.1338,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,False,48120001,4,3,1
114,51333.332,0.0,0.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,47.139404,104.75423,733.2796,0.0,0.0,2533.519,0.0,0.0,0.0,0.0,4059.044,1420.5029,0.0,1933.266,0.0,5400.0,5509.043,RENTED,0.0,0.0,1772.0756,0.0,0.0,0.0,64299,True,64299,51824001,51824001,1,True,False,True,False,2,False,False,1440415.9,1440415.9,518241,518241.0,5182401,51824,5182401,5182401,51824,35.0,False,0.0,0.0,0.0,58479.9,48275.445,24115.326,0.0,0.0,40.0,64114.285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,690.36786,1467.0317,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,176.48016,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,3266.7986,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0.0,0.0,0.0,0.0,False,51824001,2,1,1
116,24642.096,0.0,0.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,False,2073.0862,52.377113,104.75423,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1948.8607,4760.634,535.6014,878.3863,0.0,0.0,0.0,OWNED_WITH_MORTGAGE,0.0,0.0,1772.0756,0.0,0.0,0.0,65218,False,65218,52694001,52694001,0,True,False,True,False,1,False,False,2880831.8,2880831.8,526941,526941.0,5269401,52694,5269401,5269401,52694,71.0,False,0.0,0.0,0.0,61378.285,49550.867,13550.205,0.0,0.0,25.0,-1.0476191,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0624552,False,0.0,0.0,0.0,0.0,0.0,17734.633,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17734.633,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,False,0.0,0.0,0.0,17149.54,17149.54,0.0,0.0,False,0.0,2073.0862,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0.0,0.0,0.0,0.0,False,52694001,1,1,0
117,27935.809,0.0,0.0,0,5,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2208.7087,1426.9991,0.0,332.58298,0.0,3240.0,3305.4258,RENTED,0.0,0.0,1499.684,0.0,0.0,0.0,69491,False,69491,56231001,56231001,2,True,False,True,False,1,False,False,1440415.9,1440415.9,562311,562311.0,5623101,56231,5623101,5623101,56231,49.0,False,0.0,0.0,0.0,42727.688,52738.336,33883.676,0.0,0.0,29.615385,-1.0476191,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0624552,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15590.886,True,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,False,56231001,3,3,0
120,0.0,0.0,0.0,0,5,0.0,0.0,0.0,0.0,0.0,0.0,False,2073.0862,52.377113,523.7712,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1613.2236,2192.395,661.08514,0.0,0.0,0.0,OWNED_WITH_MORTGAGE,0.0,0.0,0.0,0.0,0.0,0.0,69838,False,69838,56523001,56523001,0,False,False,True,False,1,False,True,1440415.9,1440415.9,565231,565231.0,5652301,56523,5652301,5652301,56523,75.0,False,0.0,0.0,0.0,49371.14,41580.027,18047.217,0.0,0.0,0.0,-1.0476191,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0624552,False,0.0,0.0,0.0,0.0,0.0,49371.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49371.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,2073.0862,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0.0,0.0,0.0,0.0,False,56523001,2,2,0
122,0.0,0.0,0.0,0,22,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8400.0,8569.622,RENTED,0.0,0.0,0.0,0.0,0.0,0.0,71514,True,71514,57743001,57743001,0,True,True,True,False,2,False,True,1440415.9,1440415.9,577431,577431.0,5774301,57743,5774301,5774301,57743,72.0,False,0.0,2688.209,0.0,13616.04,17495.355,16286.363,0.0,0.0,0.0,-1.0476191,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0624552,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1026.4,True,0.0,False,0.0,0.0,0.0,12846.831,12846.831,0.0,0.0,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0.0,0.0,0.0,0.0,False,57743001,1,1,0
123,0.0,0.0,0.0,0,40,0.0,0.0,0.0,0.0,0.0,0.0,False,3142.627,78.565674,523.7712,2514.1016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3111.589,0.0,0.0,0.0,0.0,OWNED_WITH_MORTGAGE,0.0,0.0,0.0,0.0,0.0,0.0,73047,False,73047,59096001,59096001,0,False,False,True,False,1,False,False,1440415.9,1440415.9,590961,590961.0,5909601,59096,5909601,5909601,59096,68.0,False,0.0,0.0,0.0,84840.41,64020.074,27934.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0.0,False,0.0,0.0,0.0,40085.055,40085.055,0.0,0.0,True,0.0,5656.7285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,False,59096001,3,3,0
126,0.0,0.0,-812.039,0,48,0.0,0.0,0.0,0.0,0.0,0.0,False,2514.1016,0.0,0.0,6892.828,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.50483,0.0,0.0,0.0,0.0,OWNED_WITH_MORTGAGE,0.0,0.0,0.0,0.0,0.0,0.0,75128,False,75128,60853001,60853001,0,True,False,True,False,1,False,False,1440415.9,1440415.9,608531,608531.0,6085301,60853,6085301,6085301,60853,67.0,False,0.0,0.0,0.0,22422.727,12700.076,15935.417,0.0,0.0,12.0,-1.0476191,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,157.75917,335.23825,-1.0624552,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0.0,False,0.0,0.0,0.0,21452.248,21452.248,0.0,0.0,False,0.0,9406.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0.0,0.0,0.0,0.0,False,60853001,1,1,0
127,47142.855,1062.4551,0.0,61,48,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,52.377113,104.75423,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3880.3982,4528.936,0.0,0.0,0.0,15600.0,15915.013,RENTED,0.0,0.0,953.8806,0.0,0.0,0.0,75415,True,75415,61120001,61120001,0,False,False,True,True,1,True,False,1440415.9,1440415.9,611201,611201.0,6112001,61120,6112001,6112001,61120,26.0,False,0.0,0.0,0.0,64204.137,54620.07,14976.436,0.0,0.0,21.538462,-1.0476191,0.0,0.0,0.0,5196.7744,0.0,0.0,0.0,0.0,0.0,0.0,-1.0624552,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0.0,0.0,0.0,0.0,False,61120001,1,1,0
128,0.0,0.0,0.0,0,48,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,1257.0508,2618.8557,2057.373,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,378.94516,6631.2554,0.0,0.0,0.0,0.0,OWNED_WITH_MORTGAGE,0.0,0.0,0.0,0.0,0.0,0.0,75534,False,75534,61249001,61249001,0,True,False,True,False,1,True,False,1440415.9,1440415.9,612491,612491.0,6124901,61249,6124901,6124901,61249,67.0,False,0.0,0.0,0.0,20787.848,14276.487,14385.743,0.0,0.0,0.0,-1.0476191,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0624552,False,0.0,0.0,0.0,0.0,0.0,20787.848,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20787.848,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,2057.373,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0.0,0.0,0.0,0.0,False,61249001,1,1,0
129,235714.28,0.0,0.0,0,48,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,52.377113,576.14825,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21488.355,58901.066,20913.959,0.0,0.0,0.0,0.0,OWNED_WITH_MORTGAGE,0.0,0.0,3544.1511,0.0,0.0,0.0,75680,False,75680,61348001,61348001,0,False,False,True,False,1,False,False,1440415.9,1440415.9,613481,613481.0,6134801,61348,6134801,6134801,61348,56.0,False,0.0,0.0,0.0,335204.06,241525.56,26235.287,0.0,0.0,50.0,261904.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0.0,0.0,0.0,0.0,False,61348001,2,2,0
131,0.0,0.0,0.0,0,48,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,209.50845,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13200.0,13466.55,RENTED,0.0,0.0,0.0,0.0,0.0,0.0,75915,False,75915,61519001,61519001,1,True,False,True,False,1,True,False,2880831.8,2880831.8,615191,615191.0,6151901,61519,6151901,6151901,61519,36.0,False,0.0,0.0,0.0,22087.088,21870.549,28543.984,0.0,0.0,0.0,-1.0476191,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0624552,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,False,61519001,2,1,1
133,5238.095,0.0,0.0,0,48,0.0,0.0,0.0,0.0,0.0,0.0,False,2073.0862,523.7712,1571.3135,2891.2168,0.0,0.0,0.0,0.0,0.0,0.0,0.0,414.67426,3048.8843,4538.8394,0.0,0.0,0.0,0.0,OWNED_WITH_MORTGAGE,0.0,0.0,442.76382,0.0,0.0,0.0,76770,False,76770,62189001,62189001,0,False,False,True,False,1,True,True,2880831.8,2880831.8,621891,621891.0,6218901,62189,6218901,6218901,62189,73.0,False,0.0,0.0,0.0,44390.72,33160.95,18607.303,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0.0,0.0,0.0,0.0,0.0,38977.215,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38977.215,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0.0,4964.3027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,False,62189001,1,1,0
134,0.0,0.0,0.0,0,48,0.0,0.0,0.0,0.0,0.0,0.0,False,2061.5632,209.50845,523.7712,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4059.044,8773.121,10712.028,0.0,0.0,0.0,0.0,OWNED_WITH_MORTGAGE,0.0,0.0,3544.1511,0.0,0.0,0.0,78615,False,78615,63406001,63406001,1,False,False,True,False,1,True,False,1440415.9,1440415.9,634061,634061.0,6340601,63406,6340601,6340601,63406,63.0,False,0.0,0.0,0.0,129240.87,106185.84,38168.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34295473,0.72877884,0.0,True,0.0,0.0,0.0,0.0,0.0,28583.291,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12992.405,0.0,28583.291,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0.0,False,0.0,0.0,0.0,32656.45,32656.45,0.0,0.0,False,0.0,2061.5632,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0.0,0.0,0.0,0.0,False,63406001,3,3,0
137,0.0,0.0,0.0,0,48,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,314.2627,628.5254,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1656.5316,-348.62955,0.0,0.0,0.0,48.0,48.969273,RENTED,0.0,0.0,1362.978,0.0,0.0,0.0,79002,False,79002,63651001,63651001,0,False,False,True,True,1,True,False,1440415.9,1440415.9,636511,636511.0,6365101,63651,6365101,6365101,63651,35.0,False,0.0,0.0,0.0,48721.52,44316.01,25331.396,0.0,0.0,0.0,-1.0476191,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0624552,False,0.0,0.0,25984.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0.0,0.0,0.0,0.0,False,63651001,2,2,0
139,0.0,0.0,0.0,0,48,0.0,0.0,0.0,0.0,0.0,0.0,False,2136.9863,1047.5424,1047.5424,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2071.2058,1210.4591,76.51449,0.0,0.0,0.0,0.0,OWNED_WITH_MORTGAGE,0.0,0.0,1772.0756,0.0,0.0,0.0,79119,False,79119,63717001,63717001,1,True,False,True,False,1,True,False,1440415.9,1440415.9,637171,637171.0,6371701,63717,6371701,6371701,63717,71.0,False,0.0,0.0,0.0,58949.79,46969.71,46684.04,0.0,0.0,0.0,-1.0476191,0.0,0.0,0.0,5196.7744,0.0,0.0,0.0,0.0,2.4006832,5.101452,-1.0624552,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7578.903,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,176.48016,False,0.0,0.0,0.0,18019.887,18019.887,0.0,0.0,True,0.0,2136.9863,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0.0,0.0,0.0,0.0,False,63717001,5,3,2
144,22000.0,0.0,0.0,0,48,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,104.75423,104.75423,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3479.799,-2702.4202,8671.642,0.0,0.0,0.0,0.0,OWNED_WITH_MORTGAGE,0.0,0.0,14561.217,12126.245,0.0,0.0,79614,False,79614,64122001,64122001,1,True,False,True,False,1,False,False,1440415.9,1440415.9,641221,641221.0,6412201,64122,6412201,6412201,64122,60.0,False,0.0,0.0,0.0,45476.664,13763.288,33595.98,0.0,0.0,30.76923,-1.0476191,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34295473,0.72877884,-1.0624552,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0.0,0.0,0.0,0.0,False,64122001,3,2,1
147,136190.47,0.0,0.0,0,48,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,523.7712,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14080.519,20484.691,20913.959,0.0,0.0,0.0,0.0,OWNED_WITH_MORTGAGE,0.0,0.0,3544.1511,0.0,0.0,0.0,79915,False,79915,64296001,64296001,2,True,False,True,False,1,False,False,1440415.9,1440415.9,642961,642961.0,6429601,64296,6429601,6429601,64296,44.0,False,0.0,0.0,0.0,184059.08,144176.72,33595.98,0.0,0.0,60.0,-1.0476191,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0624552,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,176.48016,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0.0,0.0,0.0,0.0,False,64296001,3,2,1
151,0.0,-10623.489,0.0,0,48,0.0,0.0,0.0,0.0,0.0,0.0,False,1923.2877,209.50845,104.75423,1885.5762,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,841.65936,0.0,0.0,0.0,0.0,OWNED_WITH_MORTGAGE,0.0,0.0,0.0,0.0,0.0,0.0,80007,False,80007,64365001,64365001,0,False,False,True,False,1,False,False,1440415.9,1440415.9,643651,643651.0,6436501,64365,6436501,6436501,64365,85.0,False,0.0,0.0,0.0,6752.8027,2491.2937,13512.458,0.0,0.0,40.0,-1.0476191,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0624552,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0.0,False,0.0,0.0,0.0,16585.652,16585.652,0.0,0.0,True,0.0,3808.8638,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0.0,0.0,0.0,0.0,False,64365001,1,1,0
